cod,razao,fantasia,endereco,numero,bairro,cidade,uf,vendedores,lat,lng,precisao
11879,CASA SANTA TEREZINHA,CASA SANTA TEREZINHA,RUA JOSE CAMILO DA COSTA,9,CENTRO,PARAGUACU,MG,15;30;64;99,-21.5527192,-45.739208,rua
11880,ADEMIR GERALDO LOPES,MERC.MUNICIPAL,"PC.PEDRO LEITE, BOX 4",,CENTRO,PARAGUACU,MG,15;30;64;99,-21.5506787,-45.7372152,rua
11887,ROZELI APARECIDA FELIPE BRITO,ROZELI APARECIDA FELIPE BRITO,R.CAMARAO,168,CENTRO,TRES PONTAS,MG,35;47;69;95,-21.3714897,-45.5135406,rua
11889,JAIR ROCHA FERREIRA JR,SM.ROCHA,"AV.BRASIL, 179 B",,CATUMBI,TRES PONTAS,MG,35;47;69;95,-21.368534,-45.5196895,rua
11891,J.MARQUES COMERCIO ALIMENTOS LTDA,SM.MARQUES,R.SAO PAULO,345,PADRE VITOR,TRES PONTAS,MG,35;47;69;95,-21.3664705,-45.4975582,rua
11896,VANDERLEI NATALINO PINHEIRO,VANDERLEI NATALINO PINHEIRO,R.DOM PEDRO I,70,CENTRO,IBITURUNA,MG,19;48;68;130,-21.1515725,-44.7474347,cidade
11899,RICARDO MARQUES CARDOSO,RESTAURANTE BONANZA,RUA OTAVIO CARLOS,106,CENTRO,BOM SUCESSO,MG,20;66;71;178,-21.0357013,-44.7600694,rua
11900,SUPERMERCADO JOTA EFFE LTDA - EPP,SUPERMERCADO JOTA EFFE LTDA -,PC.SAO JOSE,234,CENTRO,BOM SUCESSO,MG,20;66;71;178,-21.0300568,-44.7508109,rua
11901,SUPERMERCADO FENIX LTDA,SUPERMERCADO FENIX LTDA,PC.SAO JOSE,211,CENTRO,BOM SUCESSO,MG,20;66;71;178,-21.0300568,-44.7508109,rua
11906,SUPERMERCADO TIAO BRAGA LTDA - EPP,SUPERMERCADO TIAO BRAGA LTDA -,R.CEL.OTAVIO CARLOS,121,CENTRO,BOM SUCESSO,MG,20;66;71;178,-21.0323516,-44.7598082,cidade
11911,SM.MARILU LTDA,SM.MARILU LTDA,R.OURO PRETO,19,CENTRO,PIRACEMA,MG,133;170,-20.5103491,-44.4794869,rua
11913,MERCEARIA DALDEGAN LTDA,MERCEARIA DALDEGAN,RUA MAJOR ANTONIO LUIZ,343,CENTRO,ITAGUARA,MG,133;170;933,-20.3936972,-44.4968908,rua
11915,PAD.E MERCEARIA VITORIA ME,PAD.E MERCEARIA VITORIA ME,AV.DR.ANTONIO GERALDO OLIVEIRA,326,CENTRO,ITAGUARA,MG,133;170,-20.3903397,-44.4892823,rua
11923,COMERCIAL EUGENIO E FILHOS LTDA,COMERCIAL EUGENIO E FILHOS LTD,R.2 DE NOVEMBRO,139,CENTRO,BOA ESPERANCA,MG,23;46;63;177,-21.0969813,-45.5615376,rua
11925,RESTAURANTE BALANCA LTDA EPP,RESTAURANTE BALANCA LTDA EPP,RODOVIA FERNAO DIAS BR 381 KM 850,S/N,IPIRANGA,POUSO ALEGRE,MG,29;67;159,-22.239664,-45.8815074,rua
11926,PORTEIRA GAUCHA GRILL LTDA,CHURRASCARIA FERNANDAO,ROD.FERNAO DIAS KM  831,S/N,YPIRANGA,POUSO ALEGRE,MG,184,-22.2343858,-45.9327241,cidade
11936,SUPERMERCADO CENTRAL DE TOLEDO LTDA,SUPERMERCADO CENTRAL,RUA VITORIA,337,CENTRO,TOLEDO,MG,11;139;140;141,-22.7415729,-46.3721235,rua
11942,SINEZIO GIOVANI,SINEZIO GIOVANI,R.D.MARIA CIBELE,11,SAO JOSE,PEDRALVA,MG,32;52;72;156,-22.2500877,-45.4682698,rua
11948,SUPERMERCADO FERREIRA POCO FUNDO LTDA,SUPERMERCADO FERREIRA,R.CAPITAO ANTONIO GONCALVES,463,CENTRO,POCO FUNDO,MG,15;30;64;99,-21.7830926,-45.9664983,rua
11951,BENEDITO AMAURI DA SILVA ME,SM/PAD.MODELO,R.ANA UMBELINA,9,CENTRO,CRISTINA,MG,88;92;94;155,-22.2126601,-45.2642911,rua
11952,LUCINEIA MOREIRA MENDES,LUCINEIA,AV.GOVERNADOR VALADARES,6,CENTRO,CRISTINA,MG,88;92;94;155,-22.212222,-45.264167,cidade
11959,ALFREDELINO DE CARVALHO,ALFREDELINO DE CARVALHO,R.DR.JOSE DOS SANTOS,52,CENTRO,LAMBARI,MG,61;81;157;159,-21.9755035,-45.3479875,rua
11961,NELSON GREGATTI FELIX,NELSON GREGATTI FELIX,R.FRANCISCO DE CASTRO FILHO,48,CENTRO,LAMBARI,MG,61;81;157;159,-21.9750537,-45.347268,rua
11964,T.O.BRITO CIA LTDA ME,T.O.BRITO CIA LTDA ME,R.DR.ARNALDO BARBOSA,26,FATIMA,VARGINHA,MG,50;60;84;101,-21.5547603,-45.4416282,rua
11970,ELISEI & ELISEI LTDA ME,MINI BOX SALVADOR ELISEI,R.DOMINGOS MONTERANI,148,SAO GERALDO,VARGINHA,MG,18;44;83;102,-21.5565914,-45.4340674,cidade
11977,ZILDA DE FATIMA FLOR,ZILDA DE FATIMA FLOR,R.GERALDO CARVALHO RIBEIRO,209,BARREIRO,BOM SUCESSO,MG,20;66;71;178,-21.0255681,-44.7568318,rua
11981,JAIR ANTONIO ALVES MONTEIRO ME,JAIR ANTONIO ALVES MONTEIRO ME,R.JOAQUIM CARLOS DE CARVALHO,151,BARREIRO,BOM SUCESSO,MG,20;66;71;178,-21.0282377,-44.7555017,rua
11983,MERCADINHO SILVEIRA LTDA,MERCADINHO SILVEIRA LTDA,R.OTAVIO CARLOS,104,CENTRO,BOM SUCESSO,MG,20;66;71;178,-21.0357013,-44.7600694,rua
11984,LOURENCO PAULO DOS REIS,LOURENCO PAULO DOS REIS,R.JOAO MARTINS FERREIRA,1091,INDUSTRIAS,BOM SUCESSO,MG,20;66;71;178,-21.021078,-44.7465023,rua
11999,MANOEL ROMERO DE SOUZA EPP,SM.ROMERO,R.ANTONIO TELLES,739,DA RADIO,SANTA RITA DO SAPUCAI,MG,14;36;62;80,-22.2486968,-45.7064507,cidade
12003,PABLO CHAGAS DE OLIVEIRA ME,MERC.MUNIC,"AVENIDA ANTONIO PAULINO  , 01 BOX 09",,CENTRO,SANTA RITA DO SAPUCAI,MG,14;36;62;80,-22.2486968,-45.7064507,cidade
12011,SONIA REGINA DOS SANTOS ME,SM.ALIANÇA,RUA OSWALDO REYNALDO,14,CENTRO,WENCESLAU BRAZ,MG,88;92;94;155,-22.5342367,-45.3614735,cidade
12012,MARIA APARECIDA COURA ALKIMIN,MARIA APARECIDA COURA ALKIMIN,R.DR.ALBINO ALVES FILHO,23,CENTRO,DELFIM MOREIRA,MG,32;52;72;156,-22.508037,-45.2787472,rua
12030,EVERALDO F PALMA EIRELI,NILZA DIAS FERNANDES PALMA ME,PC.CONEGO MONTE RASO,254,CENTRO,VIRGINIA,MG,55;58;93,-22.333333,-45.091666,cidade
12044,MERCEARIA E PADARIA PAO DE MEL DA CAMPANHA,MERCEARIA E PADARIA PAO DE MEL,R.DR.LUIS FERNANDES,146,GUANABARA,CAMPANHA,MG,26;38;70;162,-21.8361108,-45.401986,cidade
12054,SUPERMERCADO BUENO E SILVA LTDA,SUPERMERCADO BUENO E SILVA LTD,RUA AFONSO DE VILHENA PAIVA,45,CENTRO,LAMBARI,MG,61;81;157;159,-21.9710427,-45.3495845,rua
12067,MAURI FERRARI,MERCEARIA FERRARI,R.CALIFORNIA,123,VILA BARCELONA,VARGINHA,MG,18;44;83;102,-21.5509167,-45.4309968,rua
12071,MERCEARIA JGA EIRELI,MERCEARIA POPULAR,RUA AIMORES,600,IPANEMA,CLAUDIO,MG,73;74,-20.438731,-44.7606302,rua
12073,COMERCIAL NUTRIMAIS LTDA,COMERCIAL NUTRIMAIS LTDA,AV.ARAGUAIA,1779,SAO GERALDO,CLAUDIO,MG,73;74,-20.4422111,-44.7740012,rua
12077,CHURRASCARIA BEIRA RIO LTDA,CHURRASCARIA BEIRA RIO,ROD BR 494,S/N,LOC BOA VISTA,CLAUDIO,MG,73;74,-20.4032329,-44.7618365,cidade
12083,LOPES BACELAR & CIA LTDA ME,SM.PEGUE PAGUE,R.MANIA FRANQUEIRA,41,CENTRO,CARMO DE MINAS,MG,17;34;91,-22.1216655,-45.1323836,cidade
12095,ROSEMEIRE GOMES - ME,ROSEMEIRE GOMES - ME,R.N.S.APARECIDA,479,CENTRO,RIBEIRAO VERMELHO,MG,20;66;71;178,-21.1881942,-45.0627632,cidade
12097,SUPERMERCADO NOSSA SENHORA DA GUIA LTDA.,CAMILO DOS ANJOS ZANOLI,R.FRANCISCO MOURAO,37,CENTRO,RIBEIRAO VERMELHO,MG,20;66;71;178,-21.188292,-45.0600604,rua
12099,MARIA TERESA PEREIRA COELHO,SM.DELACASA,R.SANTA TEREZINHA,345,CATANDUVA,VARGINHA,MG,50;60;84;101,-21.5648358,-45.4410332,rua
12103,JOSE RAIMUNDO DOS SANTOS,JOSE RAIMUNDO DOS SANTOS,R.ORLANDO FERREIRA,250,CENTRO,CARRANCAS,MG,19;48;68;130,-21.4887518,-44.6432501,rua
12116,POSTO SUPER TIGRE LTDA,POSTO HUNGRY TIGER,"AV.PRINCESA DO SUL, 1100 A",,JARDIM ANDERE,VARGINHA,MG,50;60;84;101;123,-21.5852758,-45.4394309,rua
12125,COMERCIAL GENARO PIMENTA LTDA ME,COMERCIAL GENARO PIMENTA LTDA,AV.MAGALHAES PINTO,176,CENTRO,SANTANA DO JACARE,MG,23;46;63;177,-20.9011208,-45.1307168,rua
12130,LEITERIA MERC.SUPER.PIERROTTI LTDA,REDE VALOR,AV.JULIO CALIL,291,CENTRO,CAMBUQUIRA,MG,26;38;70;162,-21.8551855,-45.2950047,rua
12140,GRAZIELLA PIRES GARCIA DE,GRAZIELLA PIRES GARCIA DE MELO,RUA PREFEITO JOAO BATISTA FILHO,11,CENTRO,IPUIUNA,MG,89;90;107;109,-22.0985785,-46.1920615,rua
12143,ALAN LUIZ DE SOUZA,ALAN LUIZ DE SOUZA,RODOVIA JUSCELINO K.OLIVEIRA,2762,BELA VISTA,IPUIUNA,MG,89;90;107;109,-22.0993203,-46.1896557,cidade
12159,MERCEARIA CAMPESTRE LTDA,MERC./ACOUG.CAMPESTRE,R.DEP.CARLOS LUZ,29,CENTRO,TRES CORACOES,MG,26;38;70;162,-21.6952563,-45.257178,rua
12173,RODRIGUES SALES LTDA,DOCERIA,PC.GETULIO VARGAS,250,CENTRO,VARGINHA,MG,50;60;84;101,-21.557754,-45.439028,rua
12192,SUPERMERCADO OLIVEIRA & FILHOS LTDA,SUPERMERCADO OLIVEIRA & FILHOS,R.VIGARIO PENIDO,81,CENTRO,SAO GONCALO DO SAPUCAI,MG,29;54;67;157;167,-21.8948013,-45.5901231,rua
12202,DIRCELENA PEREIRA ME,DIRCELENA PEREIRA ME,R.SABINO MARQUES PADILHO,466,SANTA EDWIRGES,CAMBUI,MG,51;56;98;116;923,-22.6122501,-46.0572137,cidade
12206,SOARES & FILHOS LTDA,SOARES & FILHOS LTDA,R.DA FLORESTA,202,CRUZEIRO,ITAJUBA,MG,88;92;94;155,-22.4164538,-45.4412579,rua
12208,GORGULHO & SILVA LTDA,SHIITAKE RESTAURANTE ORIENTAL,AVENIDA BPS,929,PINHEIRINHO,ITAJUBA,MG,183,-22.4206476,-45.4549888,rua
12224,EMILIANO RIBEIRO,EMILIANO RIBEIRO,R.PADRE FRANCISCO DE ANDRADE,83,CENTRO,NAZARENO,MG,19;48;68;130,-21.2189807,-44.6151354,cidade
12240,ORG.JUNQUEIRA AGROPECUARIA LT,LANCHONETE CURRAL DE MINAS,ROD.BR 381 KM 607 FRADIGUES,S/N,FRADIGUES,OLIVEIRA,MG,73;74,-20.6971953,-44.8273969,cidade
12248,CEREALISTA MOREIRA LTDA,SUPERMERCADO MOREIRA,RUA SILVIANO BRANDAO,910,CENTRO,CONGONHAL,MG,89;90;107;109;941,-22.1519301,-46.0434233,rua
12260,MERCADO SAO FRANCISCO LTDA - ME,MERCADO SAO FRANCISCO LTDA - M,R.FELIX DOS SANTOS,2200,LAVRINHA,BAEPENDI,MG,55;58;93,-21.9570754,-44.8761834,rua
12263,AGRIPINO ALVES DE FREITAS NETO,AGRIPINO ALVES DE FREITAS NETO,R.MARIO NETO,84,VILA NOVA,SAO LOURENCO,MG,43;82;85,-22.1257343,-45.0506549,rua
12294,MARCELO GOMES RIBEIRO ME,MARCELO GOMES RIBEIRO ME,PC.MONSENHOR DUTRA,240,CENTRO,GONCALVES,MG,88;92;94;155,-22.6595338,-45.8567457,rua
12296,SUPERMERCADO CENTRAL DE PARAISOPOLIS LTDA,SUPERMERCADO CENTRAL DE PARAIS,R.SILVIANO BRANDAO,765,CENTRO,PARAISOPOLIS,MG,14;36;62;80,-22.5570818,-45.7802037,rua
12299,DOMINGOS SAVIO COSTA,SM.STA HELENA,R.VINICIO DE OLIVEIRA,4,VILA BETANIA,ALFENAS,MG,25;41;87;160,-21.4297405,-45.9479419,cidade
12304,SUPERMERCADO NOSSA SENHORA DO CARMO LJ 3 LTDA,SUPERMERCADO RUSSI,R.JUSCELINO KUBISTCHEK OLIVEIRA,122,CENTRO,CARMO DA CACHOEIRA,MG,26;38;70;162,-21.460556,-45.223334,cidade
12309,DIAS SUPERMERCADO LTDA,DIAS SM,AVENIDA DOS FERROVIARIOS,601,BOA VISTA,ITAJUBA,MG,32;52;72;156;193,-22.4218003,-45.4632045,rua
12324,JANE CRISTINA MOREIRA DE PAULA,DEGRAUS,R.NORBERTO HERMENEGIL DO ANJOS,375,CENTRO,MONTE BELO,MG,110;112;113,-21.3225052,-46.3649768,cidade
12326,SUPERMERCADO FARIA DE ITAPECERICA LTDA,SUPERMERCADO FARIA DE ITAPECER,RUA JK,200,CENTRO,ITAPECERICA,MG,73;74;121,-20.4738532,-45.0402537,rua
12327,DEPOSITO DE PAES OJAN LTDA,DEPOSITO DE PAES OJAN LTDA,RUA RODRIGUES PEREIRA,12,CENTRO,ITAPECERICA,MG,73;74,-20.4706379,-45.1262768,rua
12333,COMERCIAL IRMAOS SCHIAVAN EPP,COMERCIAL IRMAOS SCHIAVAN EPP,R.MARANHAO,189,JD.CAMPO MISTICO,BUENO BRANDAO,MG,89;90;107;109,-22.4398274,-46.3428834,rua
12334,JOSE ROBERTO BONAMICHI,JOSE ROBERTO BONAMICHI,R.ALVARENGA PEIXOTO,425,CENTRO,INCONFIDENTES,MG,89;90;107;109;144,-15.9972086,-41.2747769,rua
12350,J.J.FARIA SUPERMERCADOS LTDA LJ01,J.J.FARIA SUPERMERCADOS LTDA L,AV.17 DE DEZEMBRO,644,CENTRO,CANDEIAS,MG,23;46;63;177,-20.7693973,-45.275165,rua
12357,SM.LICO II LTDA ME,SM.LICO II LTDA ME,R.MAESTRO AUGUSTO TELES,32,JUQUITA,SANTA RITA DO SAPUCAI,MG,14;36;62;80,-22.2413416,-45.7078488,rua
12359,CASSIA SUPERMERCADOS TT LTDA,SM.CASSIA,R.LUIS ANTONIO,2,SANTA TEREZINHA,PASSA QUATRO,MG,55;58;93,-22.3893803,-44.9666039,cidade
12363,RENATO FRANCISCO DOS SANTOS,RENATO FRANCISCO DOS SANTOS,R.MAXIMILIANO MODESTO PEREIRA,191,ROSARIO,PERDOES,MG,20;66;71;178,-21.0862911,-45.0951256,rua
12386,PAULO MURY,SM.MURY,R.PREF.DILERMANDO OLIVEIRA,549,CENTRO,CONCEICAO DO RIO VERDE,MG,17;34;91,-21.881078,-45.0868526,cidade
12393,HELOISA HELENA CABRAL REIS,HELOISA HELENA CABRAL REIS,RUA JUVENAL GABRIEL ASSUNCAO,249,CENTRO,CAMPO DO MEIO,MG,35;47;69;95,-21.1109392,-45.8315204,rua
12401,M MARTINS FERREIRA EIRELI - ME,SM.MARTINS,AV.LUIZ FINOCHIO,132,SANTA RITA,BOA ESPERANCA,MG,23;46;63;177,-21.0951148,-45.5492714,rua
12402,EDSON ALVES DA COSTA LTDA,LEITERIA DO EDINHO,AV.JOAO JULIO DE FARIA,855,NOVA ERA,BOA ESPERANCA,MG,23;46;63;177,-21.0957484,-45.5560576,rua
12406,ERIA AP.DE SOUZA TANA,ERIA AP.DE SOUZA TANA,R.CONEGO JOSE MARIA RABELO,142,CENTRO,TRES PONTAS,MG,35;47;69;95,-21.3671752,-45.5055272,rua
12412,BAR E MERC.IRMAOS VILELA LTDA,BAR E MERC.IRMAOS VILELA LTDA,AV.EMBAIXADOR BILAC PINTO,170,BARACA,SANTA RITA DO SAPUCAI,MG,14;36;62;80,-22.2236843,-45.7180349,rua
12413,VALDEMAR MAIA ME,SM.S.PAULO,AV.EMBAIXADOR OLAVO BILAC PINTO,96,REC.DAS MARGARIDAS,SANTA RITA DO SAPUCAI,MG,14;36;62;80,-22.2486968,-45.7064507,cidade
12415,PAULO INACIO DE MAGALHAES CLETO,PAULO INACIO DE MAGALHAES CLET,RUA RODOLFO GUERINO ADAMI,30,FAMILIA ANDRADE,SANTA RITA DO SAPUCAI,MG,14;36;62;80,-22.2529494,-45.7085882,rua
12416,BAR BARACAT LTDA EPP,BAR BARACAT LTDA EPP,AV.EMBAIXADOR BILAC PINTO,900,REC.MARGARIDAS,SANTA RITA DO SAPUCAI,MG,14;36;62;80,-22.2236843,-45.7180349,rua
12422,SUPERMERCADO PEREIRA LTDA - EPP,SM.PEREIRA,PC.CEL.FLAVIO,100,CENTRO,MONSENHOR PAULO,MG,26;38;70;162,-21.757778,-45.541111,cidade
12423,PANIF.MENDES LTDA ME,PANIF.MENDES LTDA ME,JOSE AMERICO,439,CENTRO,MONSENHOR PAULO,MG,26;38;70;162,-21.7561893,-45.5415636,rua
12430,GIANE AP. PRUDENCIO ME,GIANE AP. PRUDENCIO ME,R.ALVORADA,379,AREAO,SANTO ANTONIO DO AMPARO,MG,20;66;71;178,-20.9392952,-44.927226,rua
12434,VANUIR RODRIGUES JUNIOR  ME,SM.BI,R.PRESIDENTE VARGAS,89,CENTRO,MUNHOZ,MG,11;139;140;141,-22.613056,-46.360556,cidade
12436,MARCIA DO CARMO RODRIGUES HIRAHARA - ME,MARCIA DO CARMO RODRIGUES HIRA,RUA PRESIDENTE VARGAS,27,CENTRO,MUNHOZ,MG,11;139;140;141,-22.613056,-46.360556,cidade
12437,SUPERMERCADO ESTRELA LTDA,SUPERMERCADO ESTRELA LTDA,R.MANOEL QUEIROZ,95,CENTRO,ITAPEVA,MG,16;31;59;98;117;143,-22.7661554,-46.2254971,rua
12445,SUPER ECONOMICO LTDA,SUPER ECONOMICO LTDA,R.DOS ITALIANOS,169,CENTRO,LAMBARI,MG,61;81;157;159,-21.9763947,-45.3484315,rua
12448,JOSE LUPINACCI,SUP.N.S.AP.,AV.MATO GROSSO,157,JD.DEA,JACUTINGA,MG,2;27;53;97,-22.2908019,-46.6150325,rua
12457,ILLEN KERA MENDES PEIXOTO,SM.CATUMBI,"AV.BRASIL , 399 B",,CATUMBI,TRES PONTAS,MG,35;47;69;95,-21.368534,-45.5196895,rua
12462,CARLOS EDUARDO SANTOS MACIEL,CARLOS EDUARDO SANTOS MACIEL,R.TRISTAO SOARES DA SILVA,236,IPIRANGA,CRUZILIA,MG,55;58;93,-21.8453867,-44.8120408,rua
12469,VERA LUCIA PEREIRA MASSAFERA,VERA LUCIA PEREIRA MASSAFERA,R.JUSCELINO KUBITSCHEK,10,BREJINHO,CRUZILIA,MG,55;58;93,-21.838333,-44.808056,cidade
12472,SERGIO FRANCISCO BALDUINO,SERGIO FRANCISCO BALDUINO,PC.TIRADENTES,31,CENTRO,JACUTINGA,MG,2;27;53;97,-22.2861072,-46.6147064,rua
12485,MINI MERCADO NOVO HORIZONTE LTDA,M.M.NOVO HORIZONTE,AV.PRES.TANCREDO NEVES,1689,CENTRO,PEDRALVA,MG,32;52;72;156,-22.2430204,-45.4659326,cidade
12487,JOSE CARLOS BORGES,CASA BORGES,PC.JOSE MARIA DE SOUZA,17,CENTRO,CONCEICAO DOS OUROS,MG,14;36;62;80,-22.4124143,-45.797067,cidade
12489,LUCAS COSTA DIONISIO ME,LUCAS COSTA DIONISIO ME,LOCAL ALTO DAS CRUZES,S/N,ALTO DAS CRUZES,CACHOEIRA DE MINAS,MG,14;36;62;80,-22.3554043,-45.7796324,cidade
12491,GRACA ISABEL DE ARANTES REIS ME,GRACA ISABEL DE ARANTES REIS M,RUA SEBASTIAO BRANDAO DOS REIS,288,CENTRO,JESUANIA,MG,17;34;91,-21.998985,-45.2930703,rua
12492,J.FARIA NETO E CIA LTDA,J.FARIA NETO E CIA LTDA,R.ERNESTO RODRIGUES DA SILVA,171,CENTRO,JESUANIA,MG,17;34;91,-22.0002137,-45.2880207,rua
12499,QUENIA EDNEI GUIMARAES ME,SUPERMERCADO UNIÃO,AV.JULIO FONSECA,315,SAO FRANCISCO,VARGINHA,MG,18;44;83;102,-21.5641977,-45.4192396,rua
12506,SUPERMERCADO E ACOUGUE KR CENTER LTDA - ME,SM.KR CENTER,R.PAULO VI,66,CENTRO,BOM REPOUSO,MG,51;56;98;116;923,-22.4652127,-46.149565,rua
12521,PADARIA SOBERANA LTDA - ME,PANIF.SOBERANA,R.PADRE GREGORIO,123,CENTRO,ITAGUARA,MG,133;170,-20.391389,-44.488055,cidade
12530,ISMAEL DE OLIVEIRA SALES,ISMAEL DE OLIVEIRA SALES,R.OTACILIO NEGRAO DE LIMA,509,CENTRO,LAVRAS,MG,129,-21.2527706,-45.0020299,rua
12532,FRIVAL DISTRIBUIDORA DE ALIMENTOS LTDA ME,FRIVAL DISTRIBUIDORA DE ALIMEN,AV.JOAO SOARES LEITE,146,JD.PANORAMA,ALFENAS,MG,25;41;87;160,-21.4394466,-45.9513147,rua
12534,PADARIA E CONFEITARIA SAO GABRIEL LTDA,PAD E CONFEITARIA SAO GABRIEL,R.JOSE RAIMUNDO FILHO,239,ALTO DAS MERCES,CAMPO BELO,MG,114,-20.8847338,-45.274646,rua
12548,ARMANDO RIBEIRO DE ALMEIDA,ARMANDO RIBEIRO DE ALMEIDA,R.JOAO PINHEIRO,46,CENTRO,OURO FINO,MG,2;27;53;97,-22.2801425,-46.3721602,rua
12549,ANTONIO CARLOS DE ALMEIDA-CPF 306.517.946-68-EPP,PADARIA SAO FRANCISCO,R.TREZE DE MAIO,1520,CENTRO,OURO FINO,MG,2;27;53;97,-22.2904627,-46.3837798,rua
12567,PEDRO BENEDITO AZEVEDO,M.MERC.S.PEDRO,"R.PREF.JOSE SERRA, 173 B",,CENTRO,OURO FINO,MG,2;27;53;97,-22.283056,-46.369167,cidade
12569,ORGANIZACAO REAL LTDA LOJA 04,ORGANIZACAO REAL LTDA LOJA 04,R.FRANCISCO GIBRAN,490,S.BENEDITO,CAMPO BELO,MG,23;46;63;177,-20.8975,-45.277223,cidade
12570,ORGANIZACAO REAL LTDA LOJA 01,ORGANIZACAO REAL LTDA LOJA 01,R.DOM PEDRO II,397,CENTRO,CAMPO BELO,MG,23;46;63;177;900,-20.8991693,-45.2696982,rua
12588,SUPERMERCADO PRIMOS DE OURO FINO LTDA ME,SUPERMERCADOS PRIMOS,CORONEL PAIVA,22,CENTRO,OURO FINO,MG,2;27;53;97,-22.2818232,-46.3672015,rua
12607,CEDIL EMPREENDIMENTOS LTDA,CEDIL EMPREENDIMENTOS LTDA,R.OTHAN CARVALHO SIQUEIRA,104,ACACIO RIBEIRO,OLIVEIRA,MG,73;74,-20.6971953,-44.8273969,cidade
12613,PEDRO DAINEZI,SM.DAINEZI,R.MANOEL JESUINO DE CARVALHO,790,CENTRO,OURO FINO,MG,2;27;53;97,-22.2679186,-46.3656402,rua
12615,DAINEZI FERNANDES LTDA ME,MINI MERCADO POPULAR,R.BIAS FORTES,293,DO ALTO,OURO FINO,MG,2;27;53;97,-22.283056,-46.369167,cidade
12619,JESSE BERNARDES DA SILVA,JESSE BERNARDES DA SILVA,R.TRES CORACOES,1139,SAO JOAO,POUSO ALEGRE,MG,61;81;157;167,-22.239596,-45.964298,rua
12620,PADARIA E CONFEITARIA DO CONTORNO LTDA. - EPP,PADARIA CONTORNO,R.JUCELINO KUBISTCHECK,60,SAO JOAO,POUSO ALEGRE,MG,61;81;157;167,-22.2343858,-45.9327241,cidade
12623,MARILIA DE OLIVEIRA CUNHA,MARILIA DE OLIVEIRA CUNHA,AV.PREF.OLAVO GOMES OLIVEIRA,1640,FOCH,POUSO ALEGRE,MG,184,-22.2343858,-45.9327241,cidade
12624,REST.E LANCH SERVSUL LTDA,REST.E LANCH SERVSUL LTDA,RODOVIA FERNAO DIAS KM 859,S/N,CRUZ ALTA,POUSO ALEGRE,MG,29;61;67;81;157;167,-22.3363959,-45.9230082,rua
12651,"LOJA 1,99 DO RODOLFO LTDA - ME","LOJA 1,99 DO RODOLFO LTDA - ME",RUA PREFEITO JOAO BATISTA FILHO,177,CENTRO,IPUIUNA,MG,89;90;107;109,-22.0985785,-46.1920615,rua
12657,SUPERMERCADO E PADARIA SANTA EDWIRGES LTDA,SUPERMERCADO SANTA EDWIRGES,AV.DOS IMIGRANTES,1250,VARGEM,VARGINHA,MG,18;44;83;102,-21.5535351,-45.4233424,rua
12673,ANTONIO CAETANO FERREIRA ME,ANTONIO CAETANO FERREIRA ME,R.PAPOULAS,16,JD.YARA,POUSO ALEGRE,MG,40;61;81;167,-22.2402002,-45.9438637,rua
12678,MOACYR SM COMERCIO LTDA,MOACYR SM COMERCIO LTDA,R.NOSSA SENHORA D AJUDA,496,CENTRO,TRES PONTAS,MG,35;47;69;95;124,-21.3754188,-45.5111702,rua
12682,SUPER 100 SUPERMERCADO LTDA,SM PONTO 100,RUA DOUTOR RUBENS RIBEIRO,174,CENTRO,NEPOMUCENO,MG,20;66;71;178,-21.232744,-45.2352276,cidade
12704,SUPERMERCADO ITALIANO LTDA,SM.DO ITALIANO,R.DR.CARVALHO DE MENDONCA,87,PADRE VICTOR,TRES PONTAS,MG,35;47;69;95,-21.3639436,-45.4981593,rua
12708,ADALTON REZENDE- PADARIA,ADALTON REZENDE PADARIA ME,RUA WALDEMAR DE ABREU,252,SANTA EFIGENIA,LAVRAS,MG,129;904,-21.2639935,-44.9907305,rua
12709,CASA SANTO ANTONIO LTDA ME,CASA SANTO ANTONIO LTDA ME,AV.GOVERNADOR MAGALHAES PINTO,04,CENTRO,BORDA DA MATA,MG,81;89;90;107;109,-22.274167,-46.165278,cidade
12711,CARLOS ROBERTO DE MORAES,SM.N.S.APARECIDA,RUA EDUARDO AMARAL,554,CENTRO,BORDA DA MATA,MG,81;89;90;107;109,-22.2722977,-46.1673854,rua
12721,DIRCEIA EMILIA DELFINO DA ROSA EPP,SM.SANTA RITA,AVENIDA DR.NOTHEL TEIXEIRA,147,SANTA LUZIA,POUSO ALEGRE,MG,61;81;157;167,-22.2343858,-45.9327241,cidade
12746,VANIA LUCIA SANTOS MAGALHAES,VANIA LUCIA SANTOS MAGALHAES,R.MAJOR B.MACHADO,136,CENTRO,BOM SUCESSO,MG,20;66;71;178,-21.0323516,-44.7598082,cidade
12751,GIOVANI FERREIRA RIBEIRO,GIOVANI FERREIRA RIBEIRO,RUA CEL.CARLOS CAIAFA,400,PRESEPIO,CAMPOS GERAIS,MG,35;47;69;95,-21.2356783,-45.7619814,rua
12756,CANDIDO DE CASTRO GONCALVES EIRELI,MARCOS PORTO BRITO EIRELI,RUA CRISPIM GOMES PINTO,285,CENTRO,VIRGINIA,MG,55;58;93,-22.3344418,-45.0941538,rua
12758,SOUZA LOBO & CIA LTDA,BAR E MERCEARIA GUIMARAES,R JOAO DE ALMEIDA,189,CENTRO,SAO SEBASTIAO DO RIO VERDE,MG,55;58;93,-22.2160501,-44.9789891,rua
