cod,razao,fantasia,endereco,numero,bairro,cidade,uf,vendedores,lat,lng,precisao
13,JOAO BATISTA LAVERSA,MERC.LAVERSA,AV.JOSE EDUARDO DE SOUZA,229,CENTRO,JACUI,MG,7;8;79;168,-21.0169567,-46.7458301,cidade
20,JOSE RONALDO DE LIMA ME,JOSE RONALDO,R.ANTONIO ANACLETO REZENDE,170,CENTRO,ALPINOPOLIS,MG,3;37;100;161,-20.8636898,-46.3920056,rua
32,J.A. FIGUEIREDO & CIA LTDA - ME,BAR MERC.JAF,RUA GABRIEL RODRIGUES DE CARVALHO,221,DOM BOSCO,POCOS DE CALDAS,MG,6;24;120,-21.7986711,-46.5348297,rua
33,JOAO GUALBERTO DE OLIVEIRA - ME,SM.DAVI,RUA DR.AVELINO DE QUEIROZ,32,CENTRO,PIUMHI,MG,13;57;166,-20.4675258,-45.9576125,cidade
58,CLEONICE BERTOLINO ME,CLEONICE BERTOLINO ME,RUA UMBELINA CANDIDA,179,CENTRO,CARMO DO RIO CLARO,MG,3;37;100;161,-20.9738137,-46.1153547,rua
59,SUPERMERCADO BOM JESUS DA PENHA LTDA,SUPERMERCADO BOM JESUS DA PENH,R.CEL.ANTONIO D.RIBEIRO,355,CENTRO,BOM JESUS DA PENHA,MG,10;42;86;172,-21.0178774,-46.5213848,cidade
64,SANTA BARBARA ATACADO E VAREJO LTDA,MERC.STA BARBARA,AVENIDA TEREZINHA FADUL,418,STA BARBARA,PRATAPOLIS,MG,118;173;174;175,-20.7388671,-46.8519165,rua
68,GILMAR JANUARIO FREIRE ME,SM.PAG POKO,R.BAHIA,307,MUNDO NOVO,ALPINOPOLIS,MG,3;37;100;161,-20.8557182,-46.3861501,rua
73,THIAGO & OLIVEIRA LTDA,PANIFICADORA PAO NOSSO,TRV LEMOS,30,CENTRO,PRATAPOLIS,MG,118;173;174;175,-20.7434452,-46.8605877,rua
76,COMERCIAL S.V. LTDA  LJ 01,SM.SUPER VALE,R.GAMA CRUZ,25,VILA CRUZ,POCOS DE CALDAS,MG,4;5;75;120;125;171,-21.7824309,-46.5864605,rua
80,SM.IRMAOS ALMEIDA CENTRO LTDA,SM.I.ALMEIDA,R.PARAIBA,805/813,CENTRO,POCOS DE CALDAS,MG,4;5;75;120;125;171,-21.7830998,-46.5683885,rua
101,TERRA SUPERMERCADO LTDA,TERRA SUPERMERCADO,RUA ABILIO NARCISO PEREIRA,129,JD.SAO PAULO,POCOS DE CALDAS,MG,6;24;120,-21.7900318,-46.5647928,cidade
105,MERCEARIA NAVARRO LTDA ME,MERC.PEBINHA,R.DR.JOAO PEREIRA DIAS,547,JD.RENOVACAO,GUARANESIA,MG,10;42;86;172,-21.3139805,-46.791747,rua
107,SODRE MIGUEL LTDA LJ 01,SAN MICHEL,R.PERNAMBUCO,1000,CENTRO,POCOS DE CALDAS,MG,4;5;75;120;125;171;910,-21.7844191,-46.5668388,rua
110,SM.IRMAOS ALMEIDA LTDA,SM.ALMEIDA,R.CAP.AFONSO JUNQUEIRA,562,CENTRO,POCOS DE CALDAS,MG,4;5;75;120;171,-21.7946717,-46.5685201,rua
114,SM.ALMEIDA COUNTRY CLUBE LTDA,SM.ALMEIDA COUNTRY CLUBE LTDA,R.MANOEL SANTOS MARTINS,369,J.COUNTRY CLUB,POCOS DE CALDAS,MG,6;24;120,-21.7882884,-46.5974434,rua
124,ISMAEL MERLI E CIA LTDA,FRIMINAS,AV.ANTONIO TOGNI,2035,VILA CRUZ,POCOS DE CALDAS,MG,6;24;120,-21.7797201,-46.6022694,rua
130,SUPERMERCADO 2 R SOCIEDADE LTDA,ZE MARIA,R.DR.ARY BASTOS SIQUEIRA,459,CENTRO,ITAU DE MINAS,MG,118;173;174;175,-20.745022,-46.7536771,rua
134,JOSE RICARDO GERALDO,SM.ECONOMICO,AV.CHAMPAGNAT,1601,CENTRO,POCOS DE CALDAS,MG,6;24;120,-21.7825469,-46.585584,rua
135,SM.BARZALI LTDA,BARZALI,R.ANTONIO TOGNI,2520,JD.AMERICA,POCOS DE CALDAS,MG,6;24;120,-21.7886685,-46.5737664,rua
139,PEG PAG TAVARES LTDA,PEG PAG TAVARES LTDA,R.CONGONHAS,34,J.SAO PAULO,POCOS DE CALDAS,MG,4;5;75;171,-21.7921124,-46.5527368,rua
145,SM.BALEIA AZUL LTDA,SM.BALEIA AZUL,DINA ALVES MIGLIORANZI,86,SAO JOSE,POCOS DE CALDAS,MG,4;5;75;171,-21.8095684,-46.5697918,rua
152,MAURICIO VICENTE CAIXETA & FILHOS LTDA. - ME,MAURICIO VICENTE CAIXETA & FIL,RUA RECORDACOES,479,SANTO ANDRE,POCOS DE CALDAS,MG,4;5;75;171,-21.7930474,-46.5448073,rua
154,SUPERMERCADO ARCO IRIS LTDA,SM.ARCO IRIS,R.PAISSANDU,275,DOM BOSCO,POCOS DE CALDAS,MG,6;24;120,-21.7971552,-46.5371972,rua
155,COMERCIAL COLOMBO E MELO LTDA,PEG PAG COLOMBO,R.CEL.VIRGILIO SILVA,2977,DOM BOSCO,POCOS DE CALDAS,MG,6;24;120,-21.7885042,-46.5448767,rua
156,THEZOLIN E LUIZ LTDA,SM.S.LUIZ,R.GUAICURUS,299,TOGNI,POCOS DE CALDAS,MG,6;24;120,-21.7842121,-46.602658,rua
160,COMERCIAL CARFILHOS DE POCOS LTDA,N.VIDA,RUA CORONEL VIRGILIO SILVA,2865,DOM BOSCO,POCOS DE CALDAS,MG,6;24;120,-21.7885042,-46.5448767,rua
173,VAREJAO AVENIDA CENTER LTDA,VAREJAO AVENIDA,AV.OSCAR ORNELAS,276,CENTRO,CABO VERDE,MG,110;112;113,-21.4738559,-46.3961705,rua
184,SM.IDEAL LTDA,SM.IDEAL LTDA,AV.MAJOR ANTONIO A.FERNANDES,560,CENTRO,BOTELHOS,MG,6;24;120,-21.6448721,-46.3953787,rua
185,HELIO MORAES MENDES ME,MERC.DO HELIO,PC.SANTA EFIGENIA,134,SANTA EFIGENIA,ALPINOPOLIS,MG,3;37;100;161,-20.869386,-46.39417,rua
186,SOCIEDADE CENTRAL LTDA,SOCIEDADE CENTRAL LTDA,AV.MAJOR ANTONIO A.FERNANDES,108,CENTRO,BOTELHOS,MG,6;24;120,-21.6448944,-46.3954838,rua
194,SUPERMERCADO AVELINO & FRANCO LTDA ME,SUPERMERCADO AVELINO & FRANCO,R.CEL.JOSE GUILHERME,18,CENTRO,CAMPESTRE,MG,6;24;120,-21.7127119,-46.2418227,rua
195,VAREJAO S.B.LTDA,VAREJAO S.B.LTDA,R.MATHEUS AP.DE SOUZA,61,CENTRO,CAMPESTRE,MG,6;24;120,-21.7160295,-46.2329619,cidade
196,MARCIO MORAES DA SILVA,EMPORIO SILVA,R.JOAQUIM ALVES,415,JD.AFONSO,CAMPESTRE,MG,6;24;120,-21.699327,-46.2590731,rua
200,EMPORIO SANTISTA LTDA - ME,EMPORIO SANTISTA LTDA - ME,PC.NOSSA SENHORA APARECIDA,118,CENTRO,CAMPESTRE,MG,6;24;120,-21.7144667,-46.240768,rua
205,SM.CARVALHO E FERREIRA LTDA,SM.CARVALHO E FERREIRA LTDA,R.CEL.JOSE GUILHERME,120,CENTRO,CAMPESTRE,MG,6;24;120,-21.7127119,-46.2418227,rua
206,COM.PEREIRA RONCHINI E DIAS LTDA,SM.UNIAO,PC.DELFIM MOREIRA,92,CENTRO,CAMPESTRE,MG,6;24;120,-21.7160295,-46.2329619,cidade
207,JAIRO VICTOR MOREIRA JUNIOR,JAIRO VICTOR MOREIRA JUNIOR,PC.DELFIM MOREIRA,31,CENTRO,CAMPESTRE,MG,6;24;120,-21.7160295,-46.2329619,cidade
222,SIRLENE DE MATTOS CAIXETA ME,SIRLENE DE MATTOS CAIXETA ME,R.JOSE PAVESSE,160,JD.YPE,POCOS DE CALDAS,MG,6;24;120,-21.7900318,-46.5647928,cidade
224,PADARIA MODERNA LTDA,PADARIA MODERNA LTDA,R.JOAO PESSOA,154,CENTRO,MUZAMBINHO,MG,110;112;113,-21.3667648,-46.5220339,rua
233,SUPERMERCADO BIANCHI LTDA,COM.BERTINHO,R.PEDRO J.VENANCIO DE ANDRADE,707,CENTRO,DELFINOPOLIS,MG,118;173;174;175,-20.344749,-46.8546425,cidade
246,ARMAZEM JBC LTDA,ARM.BERTELOT,RUA GETULIO VARGAS,1185,CENTRO,PIUMHI,MG,13;57;166,-20.4720285,-45.9587379,rua
273,ROSA CRISTINA F.P.DA SILVA,KI-BARATO I,R.BARAO DO RIO BRANCO,1229,CENTRO,PASSOS,MG,12;22;45;65,-20.7246862,-46.6059289,rua
276,SUPERMERCADOS CERGRAN LTDA,SM.IRAM,AV.LIQUINHA DA SILVEIRA,220,COHAB I,PASSOS,MG,12;22;45;65,-20.700178,-46.6163054,rua
277,ARQUELAU ARANTES DE ANDRADE & CIA LTDA ME,SUP.LAV,RUA SACRAMENTO,87,COHAB II,PASSOS,MG,12;22;45;65,-20.7092679,-46.6277554,rua
278,SUPERMERCADO SAO JERONIMO EIRELI,SM.S.JERONIMO,AV.J.K,327,COLEGIO DE PASSOS,PASSOS,MG,12;22;45;65,-20.7167803,-46.6156864,cidade
282,SM.LEDROS LTDA EPP,REAL II,R.CEARA,566,BELA VISTA,PASSOS,MG,12;22;45;65,-20.7185657,-46.5985059,rua
297,JOAQUIM OLIVEIRA FILHO,MERC.ALCINA,AV.DA PENHA,338,PENHA,PASSOS,MG,1;12;22;45;65,-20.7161118,-46.6236248,rua
299,EXPEDITO RIBEIRO DA SILVEIRA,EXPEDITO RIBEIRO DA SILVEIRA,R.11 DE DEZEMBRO,379,SAO FRANCISCO,PASSOS,MG,12;22;45;65,-20.7198537,-46.6148539,rua
312,SUPERMERCADO DO ZICO LTDA,SM.ZICO,AV.ANTONIO RODRIGUES DA SILVEIRA,85,VILA FORMOSA,SAO SEBASTIAO DO PARAISO,MG,7;8;79;119;168,-20.917973,-46.9767032,rua
316,MERCADO CENTRAL LTDA ME,MERCADO CENTRAL,R.TIRADENTES,609,CENTRO,SAO SEBASTIAO DO PARAISO,MG,7;8;79;168,-20.9160787,-47.1572095,rua
323,PAULO ARAUJO E CIA LTDA,MERCADO ARAUJO,AV.BRASIL,143,VILA HELENA,SAO SEBASTIAO DO PARAISO,MG,7;8;79;168,-20.9030285,-47.0018634,rua
325,DADA SUPERMERCADO LTDA,MERCADO DADA,AV.OLIVEIRA REZENDE,500,BRAZ,SAO SEBASTIAO DO PARAISO,MG,7;8;79;119;168,-20.9146543,-46.998551,rua
344,JARBAS CORREA FILHO & CIA LTDA.,SM.S.JOAO-MAT,AV.DONA FLORIANA,1850,JD.AVIACAO,GUAXUPE,MG,10;42;86;119;172;949;950,-21.303563,-46.7240834,rua
345,JARBAS CORREA FILHO & CIA LTDA.,SM.S.JOAO F.1,R.MANCINI,27,CENTRO,GUAXUPE,MG,10;42;86;119;172,-21.3024373,-46.7078737,rua
355,LUIZ TONIN ATAC E SUPERMERCADOS S.A LJ 05,SM.TONIN,AV.CONDE R.DO VALE,1171,CENTRO,GUAXUPE,MG,10;42;86;119;172;949;950,-21.3087615,-46.7190609,cidade
356,ANTONIO ALVES DA SILVA,MINI.MERC.SILVA,R CEL JUVENTINO DIAS,1034,CENTRO,ITAU DE MINAS,MG,118;173;174;175,-20.739722,-46.752222,cidade
360,HOMERO JULIAO ALVES,SM.HOMERO,R.DR.JOSE BALBINO,553,CENTRO,ITAU DE MINAS,MG,118;173;174;175,-20.7393836,-46.7506125,rua
365,GERALDO NASSIF ALVES,SM.NASSIF,RUA CORONEL JUVENTINO DIAS,1126,CENTRO,ITAU DE MINAS,MG,118;173;174;175,-20.739722,-46.752222,cidade
370,LOPES ANTUNES CIA LTDA,LOPES ANTUNES CIA LTDA,R.MAJOR FCO DIAS,186,CENTRO,GUARANESIA,MG,10;42;86;172,-21.3024827,-46.7956962,cidade
391,SM.FERREIRA FROTA LTDA EPP,SM.ARAGAO,R.ILDEFONSO DEL BIANCO,301,PATRIMONIO,CASSIA,MG,118;173;174;175,-20.5837538,-46.9219923,cidade
393,AMCEL COMERCIAL LTDA,AMCEL COMERCIAL LTDA,RUA MAJOR JOAO BATISTA,265,CENTRO,ARCEBURGO,MG,10;42;86;172,-21.3641371,-46.9375719,rua
407,SM.PELLEGRINO LTDA,SM.PELLEGRINO,R.GALDINO CARDEAL DA COSTA,954,VILA NOVA,ITAMOGI,MG,7;8;79;168,-21.0767144,-47.0520291,rua
409,SM.GOIANO LTDA,SM.GOIANO LTDA,AV.VALDOMIRO MAGALHAES,288,CENTRO,ITAMOGI,MG,7;8;79;168,-21.0793213,-47.048612,cidade
413,SUPERMERCADO FLORENCIO LTDA  ME,SM.FLORENCIO,RUA BELO HORIZONTE,1445,SAO BENEDITO,ALPINOPOLIS,MG,3;37;100;161,-20.8618527,-46.3907492,rua
415,SUPERMERCADO SAO JERONIMO EIRELI,SM.S.JERONIMO,AV.GOV.VALADARES,651,CENTRO,ALPINOPOLIS,MG,3;37;100;161,-20.863611,-46.387777,cidade
416,MURADAS LTDA,MURADAS LTDA,R.GUAPE,513,FURNAS,FURNAS,MG,3;37;100;161,-20.6856284,-46.3360342,rua
424,LUIZ TONIN ATAC E SUPERMERCADOS S.A LJ04,LUIZ TONIN ATAC E SUPERMERCADO,R.ANTENOR CARVALHAES,288,CENTRO,MONTE SANTO DE MINAS,MG,7;8;79;119;168,-21.1909954,-46.9753621,rua
427,SUPERMERCADO MARLI SOUZA E COSTA LTDA - ME,SM.MINI PRECO,R.DONA MARIANA UBALDINA,215,CENTRO,CAPETINGA,MG,118;173;174;175,-20.6204447,-47.0582748,rua
453,SUPERMERCADO SANTA EDWIRGES- LTDA,SM.STA EDWIRGES,R.BALBINO SOARES,95,CENTRO,ARCEBURGO,MG,10;42;86;172,-21.36351,-46.9401266,rua
494,MINI MERC.CABANA LTDA,MERC.CABANA,R.JOAQUIM LOPOES,524,PENHA,PASSOS,MG,12;22;45;65,-20.7167803,-46.6156864,cidade
597,LATARINI E PERES LTDA  LOJA 01,SM.SERRA AZUL,PC.CEL.VENTURELLI,38,CENTRO,ANDRADAS,MG,96;106;135,-22.0688884,-46.5701514,rua
598,HAMILTON MENDES,ARMAZEM VILA NOVA,AV.SOLAM RIBEIRO,48,VILA CARACOL,ANDRADAS,MG,96;106;135,-22.0693412,-46.5707584,cidade
611,MAURICIO CASTRO TOMAZ,MINI M.S.JOAO,R.DOS SILVEIRAS,53,CENTRO,JURUAIA,MG,110;112;113,-21.2548685,-46.5781176,rua
621,SUPERMERCADO SANTOS LTDA - EPP,SUPERMERCADO SANTOS LTDA - EPP,R.7 DE SETEMBRO,417,CENTRO,CONCEICAO DA APARECIDA,MG,3;37;100;161,-21.094166,-46.204444,cidade
632,ANTONINHO ATACADO E VAREJO LTDA,SM.ANTONINHO,R.PEDRO PAULINO DA COSTA,528,CENTRO,MONTE SANTO DE MINAS,MG,7;8;79;119;168,-21.1908631,-46.9783884,rua
643,SONIA MARIA DOS SANTOS,SONIA MARIA DOS SANTOS,R.CALDASITA,285,JD.KENNEDY,POCOS DE CALDAS,MG,6;24;120,-21.8499906,-46.576527,rua
668,MARIANGELA VIEIRA E CIA LTDA  EPP,PEG PAG VIEIRA,R.CEL VIRGILIO SILVA,1430,SANTA EMILIA,POCOS DE CALDAS,MG,4;5;75;171,-21.7885042,-46.5448767,rua
684,SUPERMERCADOS MAGALHAES LTDA - EPP,SUPERMERCADOS MAGALHAES LTDA -,"AV.OSCAR ORNELAS , 27 A",,CENTRO,CABO VERDE,MG,110;112;113,-21.4738559,-46.3961705,rua
703,FRANCISCO SABOIA DA FROTA,MERC.STA RITA,R.DELFINOPOLIS,180,SANTA RITA,CASSIA,MG,118;173;174;175,-20.5866368,-46.9276371,rua
704,BUTEKAO N.S.PENHA LTDA,BUTEKAO,AV.BRASIL,295,PENHA,PASSOS,MG,12;22;45;65,-20.7158567,-46.6169251,rua
725,MERCADO BRUMAR LTDA EPP,MERC.BRUMAR,AV.JOAQUIM J.CARDOSO,201,CRISTO REI,SAO SEBASTIAO DO PARAISO,MG,7;8;79;168,-20.9124331,-46.9823296,cidade
743,ELISANGELA ARAUJO DE LIMA MENDES E CIA LTDA,ELISANGELA ARAUJO DE LIMA ME,R.ALTEROSA,332,CENTRO,CAVACOS,MG,3;37;100;161,-21.1598708,-46.1006583,rua
746,P. SEVERINI NETTO COMERCIAL LTDA,P.SEVERINI NETTO COMERCIAL LTD,RUA CAETANO PETERLE,171,JARDIM COUNTRY CLUB,POCOS DE CALDAS,MG,4;5;75;171,-21.7900318,-46.5647928,cidade
748,CELIO FERNANDES DE ANDRADE,MER.GUANABARA,RUA GUANABARA,1535,JARDIM HARMONIA,PASSOS,MG,12;22;45;65,-20.7076893,-46.598607,rua
757,PEDRO MARCELINO,SM.S.PEDRO,R.JOSE SILVEIRA DE CASTRO,257,CENTRO,NOVA RESENDE,MG,10;42;86;172,-21.1263862,-46.424537,cidade
760,BRUNO WYCHNIAUSKAS FILHO,PAD.SORV.BRUNO,AV.OSCAR ORNELAS,299,CENTRO,CABO VERDE,MG,110;112;113,-21.4738559,-46.3961705,rua
768,ROSA HELENA BRESSAN FRAIOLI,ROSA HELENA BRESSAN FRAIOLI,PRACA NOSSA SENHORA DOS MILAGRES,889,CENTRO,MILAGRE,MG,10;42;86;172,-21.3059401,-47.0125674,rua
797,ART PAO DOCES E LANCHONETE LTDA,AFRT PAO DOCES,R.PERU,64,CENTRO,POCOS DE CALDAS,MG,6;24;120,-21.7971617,-46.5669525,rua
869,IRMAOS LIMA LTDA,IRMAOS LIMA LTDA,R.BARAO DO CARMO,45,CENTRO,CONCEICAO DA APARECIDA,MG,3;37;100;161,-21.0956516,-46.2044177,rua
913,VITOR TAVARES VANELI,VITOR TAVARES VANELI,R.SAO PAULO,150,CENTRO,ILICINEA,MG,3;37;100;161,-20.9411778,-45.8247827,rua
922,JOAO ROSA DOS SANTOS - ME,JOAO ROSA DOS SANTOS ME,GOIAS,800,JD COLEGIO DE PASSOS,PASSOS,MG,12;22;45;65,-20.716735,-46.595845,rua
932,FIDELIS DE ANDRADE & CIA LTDA,COM.FIDELIS,RUA DOS ADVOGADOS,1045,CAMPO VERDE,IBIRACI,MG,118;173;174;175,-20.4607267,-47.1185052,rua
933,JOSE EURIPEDES DOS SANTOS,MERC.IDEAL,R.VALDOMIRO MAGALHAES,287,ROSARIO,IBIRACI,MG,118;173;174;175,-20.4672784,-47.1240738,rua
935,SUPERMERCADO VARANDA LTDA,SM.VARANDA,R.MINAS GERAIS,66,CENTRO,IBIRACI,MG,118;173;174;175,-20.464095,-47.1261811,rua
936,NORBERTO ANDRADE E CIA LTDA,SM.SERVE BEM,R.SEIS DE ABRIL,864,CENTRO,IBIRACI,MG,118;173;174;175,-20.4645642,-47.1299859,rua
937,RAQUEL APARECIDA HAKIME & CIA LTDA,SM.HAKIME,R.SEIS DE ABRIL,1283,CENTRO,IBIRACI,MG,118;173;174;175,-20.4645642,-47.1299859,rua
1002,SUPERMERCADO VILA RICA LTDA ME,SUPERMERCADO VILA RICA II,"PC.JOAO PEDRO BONELLI , 128 A",,PARANAZINHO,MONTE BELO,MG,110;112;113;119,-21.3225052,-46.3649768,cidade
1048,ALESANDRA APARECIDA BOCOLI ME,ALESANDRA APARECIDA BOCOLI ME,"R. AFONSO PENA , 558 A",,CENTRO,MUZAMBINHO,MG,110;112;113,-21.3684325,-46.522317,cidade
1057,PANIFICADORA SAO JOSE - DEMETRIUS LTDA,PANIFICADORA SAO JOSE - DEMETR,RUA CEL CHICO JULIO,262,CENTRO,CAPETINGA,MG,118;173;174;175;901,-20.6165982,-47.0579908,rua
1069,FERNANDES TERRA SUPERMERCADO LTDA,FERNANDES TERRA SUPERMERCADO L,R.MATO GROSSO DO SUL,55,JD.SAO PAULO,POCOS DE CALDAS,MG,6;24;120,-21.7921011,-46.5543493,rua
1082,MERC.MUZAMBINHO LTDA,MERC.MUZAMBINHO/PAINEIRAS SM,R.MERRY,367,JD.PAINEIRAS,MUZAMBINHO,MG,110;112;113,-21.3627646,-46.5231942,rua
1089,COM.MODENA LTDA,SAMAMBAIA SM.,R.ERASMO TRIELE,257,V.SAMAMBAIA,ANDRADAS,MG,96;106;135,-22.0693412,-46.5707584,cidade
1094,OSMAR LUIS FERREIRA,MERC.OSVALDINHO,R.CEL MELO SANTOS,488,CENTRO,DELFINOPOLIS,MG,118;173;174;175,-20.3466112,-46.8589934,rua
1101,JOSE ROBERTO VILAS BOAS,CASA VILAS BOAS,R MARECHAL DEODORO,127,CENTRO,POCOS DE CALDAS,MG,125,-21.7858509,-46.5661483,rua
1107,SM.SILVEIRA E SILVA LTDA,SM.SILVEIRA E SILVA LTDA,R.VITORIA,15,CENTRO,BOM JESUS DA PENHA,MG,10;42;86;172,-21.0163364,-46.5241915,rua
1114,ANTONIO CARLOS DE LIMA & CIA LTDA,ANTONIO CARLOS DE LIMA & CIA L,R.QUINTINO BOCAIUVA,10,CENTRO,JACUI,MG,7;8;79;168,-21.0157757,-46.7428286,rua
1116,MELO & MORAES LTDA,MELO & MORAES LTDA,R.BARAO DO RIO BRANCO,345,CENTRO,JACUI,MG,7;8;79;168,-21.0170393,-46.7426074,rua
1128,CASA TERRA LTDA,CASA TERRA LTDA,R.RAUL SOARES,472,CENTRO,PIUMHI,MG,13;57;166,-20.4746012,-45.9598717,rua
1133,SUPERMERCADO IRMAOS DUARTE LTDA - EPP,SM.IRMAO DUARTE,R.CARDEAL CARMELO,976,CENTRO,GUARANESIA,MG,10;42;86;119;172,-21.3009991,-46.8039572,rua
1135,SUPERMERCADO SILVA TOME LTDA,SUPERMERCADO SILVA TOME,R.JOAO SILVA,264,CENTRO,NOVA RESENDE,MG,10;42;86;172,-21.1170382,-46.4159901,rua
1145,MARQUINHO SUPERMERCADO LTDA ME,MARQUINHO SUPERMERCADO LTDA ME,RUA JOAQUIM JOSE CARDOSO,371,JD DONA AUGUSTA,SAO SEBASTIAO DO PARAISO,MG,7;8;79;168,-20.9033093,-46.9791891,rua
1152,MERCADO REIS & PADUA LTDA EPP,MERCADO REIS,AV.CENTRAL,676,JARDIM PLANALTO,SAO SEBASTIAO DO PARAISO,MG,7;8;79;168,-20.9164647,-46.9672985,rua
1163,SUPERMERCADO REZENDE & CIA LTDA,SM.REZENDE,R.IRMAOS CASTRO,445,CENTRO,JURUAIA,MG,110;112;113,-21.2554636,-46.5739946,rua
1164,ANTONIO C.MARQUES & CIA LTDA,MERC.STO ANTONIO,R.JAIRO DOMINGOS SIQUEIRA,117,CENTRO,JURUAIA,MG,110;112;113,-21.252778,-46.577223,cidade
1171,CAETANO & SOUZA LTDA ME,SM.SOUZA,R.MARIA AMELIA CONCEICAO,117,CENTRO,ANDRADAS,MG,96;106;135,-22.0691223,-46.5722284,rua
1177,CASA DE CARNES E FRIOS LTDA,SUP.SILVA,R.DR.AVELINO DE QUEIROZ,429,CENTRO,CAPITOLIO,MG,13;57;166,-20.6112346,-46.0557503,rua
1181,COMERCIAL GONCALVES SOARES LTDA,CASA GONCALVES,RUA SAO SEBASTIAO,304,CENTRO,CAPITOLIO,MG,13;57;166,-20.6149944,-46.0559986,rua
1183,SM.CAPITOLIO LTDA,SM.CAPITOLIO LTDA,R.DR.AVELINO DE QUEIROZ,344,CENTRO,CAPITOLIO,MG,13;57;166,-20.6112346,-46.0557503,rua
1194,PRADO SUPERMERCADO LTDA. - EPP,PRADO SUPERMERCADO LTDA. - EPP,RUA MANOEL EUGENIO DOS SANTOS,08,JARDIM ITAMARATY I,POCOS DE CALDAS,MG,6;24;120,-21.813847,-46.4977482,rua
1196,NORIVAL PASTRE & CIA LTDA,SM.PASTRE,R.DELFIM MOREIRA,256,CENTRO,ANDRADAS,MG,96;106;135,-22.0756199,-46.5739411,rua
1204,ZIGOMAR EURIPEDES CINTRA ME,PANIF.PAO DE MEL,PC.FRANCISCO GARCIA LOPES,282,CENTRO,CLARAVAL,MG,118;173;174;175,-20.4026712,-47.2846794,rua
1205,BERNARDO ANTONIO SALOMAO E CIA LTDA,SM.S.SEBASTIAO,R.MINAS GERAIS,897,CENTRO,CLARAVAL,MG,118;173;174;175,-20.4027873,-47.2849112,rua
1218,ROGERIO FRANCISCO FERNANDES LTDA,MERCADO VENEZA,R.SILVIO GIUBILEI,121,CJ HAB VENEZA,SAO SEBASTIAO DO PARAISO,MG,7;8;79;168,-20.8996672,-47.0064934,rua
1224,SUPERMERCADO ECONOMICO LTDA - EPP,SM.ECONOMICO,AV.SERGIO PAULA DIAS,28,CENTRO,BOTELHOS,MG,6;24;120,-21.6500058,-46.3947355,cidade
1236,JOAO FRANCISCO LEAL,JOAO FRANCISCO LEAL,R.JUNIO AUGUSTO AMARANTE,266,CAMPOS ELISEOS,POCOS DE CALDAS,MG,6;24;120,-21.7984613,-46.506759,rua
1238,SEBASTIAO PEREIRA LIMA SUPERMERCADO LTDA,SM.CONFIANCA,R.MONTE BELO,23,CRUZEIRO,ALTEROSA,MG,3;37;100;161,-21.2602519,-46.1479267,rua
1289,MERCEARIA PEDRO PAULO PANISSA FRANCO LTDA.,MERCEARIA RENATA,AV HUMBERTO DE ALMEIDA,600,SAO JOSE,CASSIA,MG,118;173;174;175,-20.5976951,-46.9133871,rua
1292,SUPERMERCADO M E R LTDA - ME,CASA MARQUES,RUA RAFAEL GONCALVES TOME,14,CENTRO,PIUMHI,MG,13;57;166,-20.4675258,-45.9576125,cidade
1294,ALAOR MESSIAS MARQUES & CIA LTDA,ARM.MARQUES,R.SANTO ANTONIO,662,CENTRO,PIUMHI,MG,13;57;166,-20.4742804,-45.9619617,rua
1295,ANTONIO EUSTAQUIO DA SILVA,ANTONIO EUSTAQUIO DA SILVA,R.ARTHUR RODRIGUES COSTA,420,CENTRO,PIUMHI,MG,13;57;166,-20.4675258,-45.9576125,cidade
1307,MERCEARIA SILVEIRA LTDA,MERCEARIA SILVEIRA LTDA,R.JOAQUIM MARQUES PADILHA,238,CENTRO,SAO PEDRO DA UNIAO,MG,10;42;86;172,-21.129382,-46.6184525,rua
1308,LUCIA APARECIDA DE OLIVEIRA REIS,LUCIA APARECIDA DE OLIVEIRA RE,R.PADRE LICINIO,233,BOM JESUS,FORTALEZA DE MINAS,MG,12;22;45;65,-20.8508356,-46.7152415,rua
1317,MONTEIRO E CAIEIRO SUPERMERCADO LTDA,SM.CAIREIRO,PC.CASTELO BRANCO,111,CENTRO,MONTE SANTO DE MINAS,MG,7;8;79;168,-21.1882243,-46.9768431,rua
1328,PASTRE E TREVISAN LTDA,CLAUDIO SM,R.DELFIM MOREIRA,448,CENTRO,ANDRADAS,MG,96;106;135,-22.0722234,-46.5797582,rua
1331,CASA PIUMHI LTDA,CASA PIUMHI,R.GETULIO VARGAS,860,CENTRO,PIUMHI,MG,13;57;166,-20.4706562,-45.9584445,rua
1332,SAO GERALDO MERCEARIA LTDA,MERCEARIA SERRANA,R.GETULIO VARGAS,1186,CENTRO,PIUMHI,MG,13;57;166,-20.4706562,-45.9584445,rua
1356,IRMAOS LIMA LTDA,IRMAOS LIMA LTDA,PC. BENEDITO VALADARES,214,CENTRO,ALTEROSA,MG,3;37;100;126;161,-21.2527509,-46.1431655,rua
1365,WALTER ITOKAZU,WALTER ITOKAZU,R.TORQUATO JOSE ALMEIDA,1084,CENTRO,DELFINOPOLIS,MG,118;173;174;175,-20.344749,-46.8546425,cidade
1367,JOSE MARCIO MADEIRA,JOSE MARCIO MADEIRA,R.TIRADENTES,291,CENTRO,ALTEROSA,MG,3;37;100;161,-21.1615931,-46.0975421,rua
